threshold,margin,score,accepted,accuracy,f1_weighted,f1_macro,qwk,target_recall
0.5199999999999998,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5199999999999998,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5399999999999998,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5599999999999998,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.0,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.02,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.04,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.06,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.08,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.1,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
0.5799999999999998,0.12,1.5117554256773562,True,0.919953596287703,0.9129609994059459,0.7360824315374065,0.850321236325751,0.23333333333333334
